"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Haushaltsgrösse - Total","1 Person","2 Personen","3 Personen","4 Personen","5 Personen","6 oder mehr Personen"
"2023","......6609 Cartigny",1037,86,200,198,304,110,139
"2023","......6610 Céligny",846,67,156,165,224,145,89
"2023","......6611 Chancy",1632,131,248,372,544,205,132
"2023","......6612 Chêne-Bougeries",13163,1644,2670,2472,3340,1805,1232
"2023","......6613 Chêne-Bourg",9245,1361,2104,1938,2052,1050,740
"2023","......6614 Choulex",1236,122,248,210,340,185,131
"2023","......6615 Collex-Bossy",1656,118,326,351,536,185,140
"2023","......6616 Collonge-Bellerive",8278,648,1446,1572,2364,1345,903
"2023","......6617 Cologny",5791,606,1276,1134,1432,785,558
"2023","......6618 Confignon",4468,376,960,885,1336,550,361
"2023","......6619 Corsier (GE)",2243,214,406,462,636,335,190
"2023","......6620 Dardagny",1741,168,322,381,428,275,167
"2023","......6621 Genève",191147,44014,48498,37152,35868,14960,10655
"2023","......6622 Genthod",2743,173,550,495,804,395,326
"2023","......6623 Le Grand-Saconnex",12058,1397,2554,2439,3140,1480,1048
"2023","......6624 Gy",545,55,104,81,152,80,73
"2023","......6625 Hermance",1178,97,240,225,292,185,139
"2023","......6626 Jussy",1161,102,228,204,316,110,201
"2023","......6627 Laconnex",666,50,164,120,204,70,58
"2023","......6628 Lancy",34955,4965,7734,7434,8544,3950,2328
"2023","......6629 Meinier",2062,254,456,411,508,195,238
"2023","......6630 Meyrin",25364,3300,5284,5124,5784,3180,2692
"2023","......6631 Onex",18219,2822,4150,3654,4144,1910,1539
"2023","......6632 Perly-Certoux",3161,391,738,690,716,385,241
"2023","......6633 Plan-les-Ouates",11915,1039,2350,2571,3456,1460,1039
"2023","......6634 Pregny-Chambésy",3693,291,700,741,1108,480,373
"2023","......6635 Presinge",623,62,118,111,156,90,86
"2023","......6636 Puplinge",2533,306,624,588,604,230,181
"2023","......6637 Russin",501,41,136,102,120,75,27
"2023","......6638 Satigny",4305,387,830,786,1316,480,506
"2023","......6639 Soral",899,79,198,168,220,110,124
"2023","......6640 Thônex",15808,2328,3632,3294,3496,1735,1323
"2023","......6641 Troinex",2788,238,534,603,832,330,251
"2023","......6642 Vandoeuvres",2909,202,518,573,852,410,354
"2023","......6643 Vernier",35767,4685,7628,7464,8016,4435,3539
"2023","......6644 Versoix",12702,1472,2596,2664,3016,1420,1534
"2023","......6645 Veyrier",11336,943,2134,2301,3200,1720,1038
"2023","- Jura",73166,13076,21448,12273,16196,7220,2953
"2023",">> District de Delémont",38909,6745,11162,6636,9020,3865,1481
"2023","......6702 Boécourt",954,136,246,201,220,85,66
"2023","......6703 Bourrignon",260,38,76,39,60,35,12
"2023","......6704 Châtillon (JU)",490,55,152,84,112,75,12
"2023","......6706 Courchapoix",441,68,128,48,120,65,12
"2023","......6708 Courrendlin",3583,591,994,624,884,365,125
"2023","......6709 Courroux",3318,528,964,525,808,350,143
"2023","......6710 Courtételle",2688,440,798,465,664,265,56
"2023","......6711 Delémont",12447,2772,3454,2079,2508,1155,479
"2023","......6712 Develier",1344,181,390,168,372,160,73
"2023","......6713 Ederswiler",115,23,38,18,20,10,6
"2023","......6715 Mervelier",530,59,188,96,84,60,43
"2023","......6716 Mettembert",110,12,32,36,20,10,0
"2023","......6718 Movelier",417,74,158,60,88,25,12
"2023","......6719 Pleigne",343,51,102,72,56,50,12
"2023","......6721 Rossemaison",725,81,234,150,144,85,31
"2023","......6722 Saulcy",270,28,88,51,64,20,19
"2023","......6724 Soyhières",409,89,132,108,64,10,6
"2023","......6729 Haute-Sorne",7230,1124,1986,1275,1900,675,270
"2023","......6730 Val Terbi",3235,395,1002,537,832,365,104
"2023",">> District des Franches-Montagnes",10356,1730,3060,1749,2280,1075,462
"2023","......6741 Le Bémont (JU)",302,36,104,39,64,40,19
"2023","......6742 Les Bois",1236,188,330,198,304,125,91
"2023","......6743 Les Breuleux",1620,268,436,279,372,195,70
"2023","......6745 Les Enfers",146,23,36,12,48,15,12
"2023","......6748 Les Genevez (JU)",493,84,158,66,128,45,12
"2023","......6750 Lajoux (JU)",708,111,232,108,140,80,37
"2023","......6751 Montfaucon",551,88,188,81,104,65,25
"2023","......6753 Muriaux",504,85,184,63,104,35,33
"2023","......6754 Le Noirmont",1915,298,538,387,404,225,63
"2023","......6757 Saignelégier",2523,499,736,432,568,220,68
"2023","......6758 Saint-Brais",234,30,80,45,36,25,18
"2023","......6759 Soubey",124,20,38,39,8,5,14
"2023",">> District de Porrentruy",23901,4601,7226,3888,4896,2280,1010
"2023","......6771 Alle",1886,292,502,330,416,210,136
"2023","......6773 Beurnevésin",112,22,42,9,24,15,0
"2023","......6774 Boncourt",1153,236,388,201,228,70,30
"2023","......6775 Bonfol",648,157,238,75,112,35,31
"2023","......6778 Bure",625,93,200,105,152,50,25
"2023","......6781 Coeuve",716,84,214,90,188,100,40
"2023","......6782 Cornol",1045,171,266,255,208,115,30
"2023","......6783 Courchavon",309,37,78,81,60,35,18
"2023","......6784 Courgenay",2421,396,718,435,588,240,44
"2023","......6785 Courtedoux",763,111,238,138,164,100,12
"2023","......6789 Fahy",327,54,122,57,84,10,0
"2023","......6790 Fontenais",1627,254,504,261,388,165,55
"2023","......6792 Grandfontaine",381,53,102,60,60,80,26
"2023","......6800 Porrentruy",6366,1671,1838,939,1176,490,252
"2023","......6806 Vendlincourt",543,90,176,78,112,40,47
"2023","......6807 Basse-Allaine",1188,208,348,180,224,135,93
"2023","......6808 Clos du Doubs",1264,251,416,189,232,120,56
"2023","......6809 Haute-Ajoie",1042,193,380,171,180,75,43
"2023","......6810 La Baroche",1125,180,348,171,236,130,60
"2023","......6811 Damphreux-Lugnez",360,48,108,63,64,65,12
